"","Active Ingredients","Active Ingredients Info","Dosage","Facility","Facility UID","Package Description","NDC Package Code","Report Year","UIDA","Brand Name"
"2995","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Dextrose Monohydrate; Calcium Chloride","76.92 meq/1030.2 mL; 29.638 meq/1030.2 mL; 40 meq/1030.2 mL; 49.98 g/1030.2 mL; 3.944 meq/1030.2 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1030.2 Ml in 1 Bag (71285-0218-1)","71285-0218-1","2020-2","A1714",NA
"2996","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 106 meq/1000 mL; 3.864 g/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-0204-1)","71285-0204-1","2020-2","A1715",NA
"2997","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","110 meq/1018 mL; 32.074 meq/1018 mL; 40 meq/1018 mL; 420 mg/1018 mL; 3.808 meq/1018 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1018 Ml in 1 Bag (71285-0216-1)","71285-0216-1","2020-2","A1715",NA
"2998","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 62 meq/1000 mL; 3.864 g/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1052.8 Ml in 1 Bag (71285-0203-1)","71285-0203-1","2020-2","A1715",NA
"2999","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 122 meq/1000 mL; 840 mg/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-0209-1)","71285-0209-1","2020-2","A1715",NA
"3000","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 70 meq/1000 mL; 840 mg/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-0210-1)","71285-0210-1","2020-2","A1715",NA
"3001","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 62 meq/1000 mL; 3.864 g/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1052.8 Ml in 1 Bag (72196-0203-1)","72196-0203-1","2020-2","A1715",NA
"3002","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 106 meq/1000 mL; 3.864 g/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1000 Ml in 1 Bag (72196-0204-1)","72196-0204-1","2020-2","A1715",NA
"3003","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 70 meq/1000 mL; 840 mg/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1000 Ml in 1 Bag (72196-0210-1)","72196-0210-1","2020-2","A1715",NA
"3004","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","110 meq/1018 mL; 32.074 meq/1018 mL; 40 meq/1018 mL; 420 mg/1018 mL; 3.808 meq/1018 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1018 Ml in 1 Bag (72196-0216-1)","72196-0216-1","2020-2","A1715",NA
"3005","Sodium Chloride; Magnesium Sulfate Heptahydrate; Potassium Chloride; Sodium Bicarbonate; Calcium Chloride","100 meq/1000 mL; 29.232 meq/1000 mL; 122 meq/1000 mL; 840 mg/1000 mL; 2.176 meq/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1000 Ml in 1 Bag (72196-0209-1)","72196-0209-1","2020-2","A1715",NA
"3006","Sodium Chloride; Sodium Gluconate; Magnesium Chloride; Sodium Acetate; Potassium Chloride; Mannitol; Magnesium Sulfate Heptahydrate; Tromethamine; Dextrose Monohydrate","4.1028 g/1000 mL; 3.9156 g/1000 mL; .234 g/1000 mL; 2.8704 g/1000 mL; 3.2686 g/1000 mL; 7 g/1000 mL; 40.6 meq/1000 mL; 4.536 g/1000 mL; 12.53 g/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-0112-1)","71285-0112-1","2020-2","A1716",NA
"3007","Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride; Dextrose Monohydrate; Lidocaine Hydrochloride; Sodium Bicarbonate; Calcium Chloride","2.63 g/572.64 mL; 2.51 g/572.64 mL; 1.84 g/572.64 mL; 2.0475 g/572.64 mL; .15 g/572.64 mL; 10.57 g/572.64 mL; 250 mg/572.64 mL; 1.26 g/572.64 mL; 6.8 meq/572.64 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","572.64 Ml in 1 Bag (71285-0217-1)","71285-0217-1","2020-2","A1717",NA
"3008","Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride; Lidocaine Hydrochloride; Sodium Bicarbonate","2.63 g/542 mL; 2.51 g/542 mL; 1.84 g/542 mL; 2.42 g/542 mL; .15 g/542 mL; 100 mg/542 mL; 1.848 g/542 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","542 Ml in 1 Bag (71285-0212-1)","71285-0212-1","2020-2","A1718",NA
"3009","Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride; Lidocaine Hydrochloride; Sodium Bicarbonate","2.63 g/542 mL; 2.51 g/542 mL; 1.84 g/542 mL; 2.42 g/542 mL; .15 g/542 mL; 100 mg/542 mL; 1.848 g/542 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","542 Ml in 1 Bag (72196-0212-1)","72196-0212-1","2020-2","A1718",NA
"3010","Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose","9.6 meq/500 mL; 4.896 g/500 mL; 108 meq/500 mL; 35.15 g/500 mL; 1.5696 g/500 mL; 12.624 g/500 mL; 1.0656 g/500 mL; 22.272 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-0102-1)","71285-0102-1","2020-2","A1719",NA
"3011","Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose","9.6 meq/500 mL; 4.896 g/500 mL; 108 meq/500 mL; 35.15 g/500 mL; 1.5696 g/500 mL; 12.624 g/500 mL; 1.0656 g/500 mL; 22.272 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-0102-1)","72196-0102-1","2020-2","A1719",NA
"3012","Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Trisodium Citrate Dihydrate","12.4 meq/500 mL; 4.5576 g/500 mL; 36 meq/500 mL; 14.6624 g/500 mL; .70152 g/500 mL; 14.6624 g/500 mL; 1.03332 g/500 mL; 8.3108 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-0108-1)","72196-0108-1","2020-2","A1720",NA
"3013","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Aspartic Acid; Glutamic Acid; Citric Acid Monohydrate; Trisodium Citrate Dihydrate",".00833 g/1 mL; .174 g/1 mL; .03769 g/1 mL; .04206 g/1 mL; .01226 g/1 mL; .09863 g/1 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","120 Ml in 1 Bag (71285-0012-2)","71285-0012-2","2020-2","A1727",NA
"3014","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Aspartic Acid; Glutamic Acid; Citric Acid Monohydrate; Trisodium Citrate Dihydrate",".00833 g/1 mL; .174 g/1 mL; .03769 g/1 mL; .04206 g/1 mL; .01226 g/1 mL; .09863 g/1 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","40 Ml in 1 Bag (71285-0012-1)","71285-0012-1","2020-2","A1727",NA
"3015","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate",".555 g/415 mL; 11.6 g/415 mL; .8175 g/415 mL; 6.575 g/415 mL; 9.6 meq/415 mL; 3.6 g/415 mL; 30 meq/415 mL; 24.76 g/415 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","415 Ml in 1 Bag (71285-0106-1)","71285-0106-1","2020-2","A1728",NA
"3016","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate",".70152 g/500 mL; 14.6624 g/500 mL; 1.03332 g/500 mL; 8.3108 g/500 mL; 12.4 meq/500 mL; 4.5576 g/500 mL; 36 meq/500 mL; 14.6624 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-0108-1)","71285-0108-1","2020-2","A1728",NA
"3017","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate",".666 g/500 mL; 13.92 g/500 mL; .981 g/500 mL; 7.89 g/500 mL; 13.6 meq/500 mL; 2.16 g/500 mL; 36 meq/500 mL; 19.6 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-0101-1)","71285-0101-1","2020-2","A1728",NA
"3018","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate",".666 g/500 mL; 13.92 g/500 mL; .981 g/500 mL; 7.89 g/500 mL; 13.6 meq/500 mL; 2.16 g/500 mL; 36 meq/500 mL; 19.6 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-0101-1)","72196-0101-1","2020-2","A1728",NA
"3019","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate",".555 g/415 mL; 11.6 g/415 mL; .8175 g/415 mL; 6.575 g/415 mL; 9.6 meq/415 mL; 3.6 g/415 mL; 30 meq/415 mL; 24.76 g/415 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","415 Ml in 1 Bag (72196-0106-1)","72196-0106-1","2020-2","A1728",NA
"3020","Sodium Phosphate, Monobasic, Monohydrate; Sodium Phosphate, Dibasic, Anhydrous","34.5 g/500 mL; 35.5 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-8077-1)","72196-8077-1","2020-2","A1730",NA
"3021","Sodium Phosphate, Monobasic, Monohydrate; Sodium Phosphate, Dibasic, Anhydrous","34.5 g/500 mL; 35.5 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-8077-1)","71285-8077-1","2020-2","A1730",NA
"3022","Succinylcholine Chloride","20 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","5 Ml in 1 Syringe (72196-6011-1)","72196-6011-1","2020-2","A1736",NA
"3023","Succinylcholine Chloride","20 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","10 Ml in 1 Syringe (72196-6011-2)","72196-6011-2","2020-2","A1736",NA
"3024","Succinylcholine Chloride","20 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","154626886","10 Ml in 1 Syringe (71286-6011-2)","71286-6011-2","2020-2","A1736",NA
"3025","Succinylcholine Chloride","20 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","154626886","5 Ml in 1 Syringe (71286-6011-1)","71286-6011-1","2020-2","A1736",NA
"3026","Trisodium Citrate Dihydrate; Sodium Chloride","20 g/4000 mL; 20.754 g/4000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","4000 Ml in 1 Bag (72196-0300-1)","72196-0300-1","2020-2","A1806",NA
"3027","Trisodium Citrate Dihydrate; Sodium Chloride","20 g/4000 mL; 20.754 g/4000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","4000 Ml in 1 Bag (71285-0300-1)","71285-0300-1","2020-2","A1806",NA
"3028","Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Dextrose Monohydrate; Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Magnesium Sulfate Heptahydrate; Citric Acid Monohydrate","5.26 g/988 mL; .444 g/988 mL; 9.28 g/988 mL; 46.9 g/988 mL; 2.384 g/988 mL; 9.8 g/988 mL; 7.2 g/988 mL; 10.7 g/988 mL; 2 g/988 mL; .654 g/988 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","988 Ml in 1 Bag (71285-0015-1)","71285-0015-1","2020-2","A1807",NA
"3029","Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Citric Acid Monohydrate","29.719 g/500 mL; 2.5086 g/500 mL; 52.432 g/500 mL; 15 meq/500 mL; 4.9 g/500 mL; 2.016 g/500 mL; 5.35 g/500 mL; 18.2 g/500 mL; 3.6951 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-0009-1)","72196-0009-1","2020-2","A1808",NA
"3030","Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Citric Acid Monohydrate","13.15 g/810 mL; 1.11 g/810 mL; 23.2 g/810 mL; 18.8 meq/810 mL; 7.2 g/810 mL; 20 meq/810 mL; 49.45 g/810 mL; 1.635 g/810 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","810 Ml in 1 Bag (72196-0103-1)","72196-0103-1","2020-2","A1809",NA
"3031","Tromethamine","72 g/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1000 Ml in 1 Bag (72196-8030-1)","72196-8030-1","2020-2","A1810",NA
"3032","Tromethamine",".036 g/1 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","50 Ml in 1 Syringe (71285-8086-2)","71285-8086-2","2020-2","A1810",NA
"3033","Tromethamine","72 g/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-8030-1)","71285-8030-1","2020-2","A1810",NA
"3034","Tromethamine",".036 g/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","50 Ml in 1 Syringe (72196-8086-2)","72196-8086-2","2020-2","A1810",NA
"3035","Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium; Calcium Gluconate Monohydrate; Glutamic Acid; Lysine Acetate; Serine",".0275 g/250 mL; .15 g/250 mL; .2625 g/250 mL; .015 g/250 mL; .3 g/250 mL; .75 g/250 mL; .01563 g/250 mL; 25 g/250 mL; .875 g/250 mL; .2125 g/250 mL; .425 g/250 mL; .2 g/250 mL; .5125 g/250 mL; .3375 g/250 mL; .225 g/250 mL; .3 g/250 mL; .125 g/250 mL; .4875 g/250 mL; 125 U/250 mL; 3.75 meq/250 mL; .3125 g/250 mL; .75 g/250 mL; .2375 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-0418-1)","72196-0418-1","2020-2","A1826",NA
"3036","Valine; Calcium Gluconate Monohydrate; Heparin Sodium; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan",".585 g/250 mL; 2.33 meq/250 mL; 125 U/250 mL; .375 g/250 mL; .9 g/250 mL; .285 g/250 mL; .033 g/250 mL; .18 g/250 mL; .315 g/250 mL; .018 g/250 mL; .36 g/250 mL; .9 g/250 mL; .01875 g/250 mL; 12.5 g/250 mL; 1.05 g/250 mL; .255 g/250 mL; .51 g/250 mL; .24 g/250 mL; .615 g/250 mL; .405 g/250 mL; .27 g/250 mL; .36 g/250 mL; .15 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-0427-1)","71285-0427-1","2020-2","A1830",NA
"3037","Valine; Calcium Gluconate Monohydrate; Heparin Sodium; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan",".585 g/250 mL; 2.33 meq/250 mL; 125 U/250 mL; .375 g/250 mL; .9 g/250 mL; .285 g/250 mL; .033 g/250 mL; .18 g/250 mL; .315 g/250 mL; .018 g/250 mL; .36 g/250 mL; .9 g/250 mL; .01875 g/250 mL; 12.5 g/250 mL; 1.05 g/250 mL; .255 g/250 mL; .51 g/250 mL; .24 g/250 mL; .615 g/250 mL; .405 g/250 mL; .27 g/250 mL; .36 g/250 mL; .15 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-0427-1)","72196-0427-1","2020-2","A1830",NA
"3038","Vancomycin Hydrochloride","2 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-6078-1)","72196-6078-1","2020-2","A1833",NA
"3039","Vancomycin Hydrochloride","1.5 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6076-1)","72196-6076-1","2020-2","A1833",NA
"3040","Vancomycin Hydrochloride","1.25 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6074-1)","72196-6074-1","2020-2","A1833",NA
"3041","Vancomycin Hydrochloride","1.5 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-6276-1)","72196-6276-1","2020-2","A1833",NA
"3042","Vancomycin Hydrochloride","1.5 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-6176-1)","72196-6176-1","2020-2","A1833",NA
"3043","Vancomycin Hydrochloride","750 mg/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6071-1)","72196-6071-1","2020-2","A1833",NA
"3044","Vancomycin Hydrochloride","1.5 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6075-1)","72196-6075-1","2020-2","A1833",NA
"3045","Vancomycin Hydrochloride","1.5 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6075-1)","71285-6075-1","2020-2","A1833",NA
"3046","Vancomycin Hydrochloride","1.5 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-6176-1)","71285-6176-1","2020-2","A1833",NA
"3047","Vancomycin Hydrochloride","750 mg/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6070-1)","71285-6070-1","2020-2","A1833",NA
"3048","Vancomycin Hydrochloride","1.5 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6076-1)","71285-6076-1","2020-2","A1833",NA
"3049","Vancomycin Hydrochloride","1 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6063-1)","71285-6063-1","2020-2","A1833",NA
"3050","Vancomycin Hydrochloride","1.25 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6073-1)","71285-6073-1","2020-2","A1833",NA
"3051","Vancomycin Hydrochloride","1.25 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6074-1)","71285-6074-1","2020-2","A1833",NA
"3052","Vancomycin Hydrochloride","750 mg/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6071-1)","71285-6071-1","2020-2","A1833",NA
"3053","Vancomycin Hydrochloride","1.75 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-7060-1)","71285-7060-1","2020-2","A1833",NA
"3054","Vancomycin Hydrochloride","2 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-6078-1)","71285-6078-1","2020-2","A1833",NA
"3055","Vancomycin Hydrochloride","1 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-6064-1)","71285-6064-1","2020-2","A1833",NA
"3056","Vancomycin Hydrochloride","1.25 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6073-1)","72196-6073-1","2020-2","A1833",NA
"3057","Vancomycin Hydrochloride","1 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6064-1)","72196-6064-1","2020-2","A1833",NA
"3058","Vancomycin Hydrochloride","750 mg/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6070-1)","72196-6070-1","2020-2","A1833",NA
"3059","Vancomycin Hydrochloride","1.75 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-7060-1)","72196-7060-1","2020-2","A1833",NA
"3060","Vancomycin Hydrochloride","1.5 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-6276-1)","71285-6276-1","2020-2","A1833",NA
"3061","Vancomycin Hydrochloride","1 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6063-1)","72196-6063-1","2020-2","A1833",NA
"3062","Vasopressin","40 U/100 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","100 Ml in 1 Bag (71285-9001-1)","71285-9001-1","2020-2","A1837",NA
"3063","Vasopressin","50 U/50 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","50 Ml in 1 Bag (71285-9002-1)","71285-9002-1","2020-2","A1837",NA
"3064","Vasopressin","50 U/50 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","50 Ml in 1 Bag (72196-9002-1)","72196-9002-1","2020-2","A1837",NA
"3065","Vasopressin","40 U/100 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","100 Ml in 1 Bag (72196-9001-1)","72196-9001-1","2020-2","A1837",NA
"3066","Vecuronium Bromide","1 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","10 Ml in 1 Syringe (72196-6012-1)","72196-6012-1","2020-2","A1839",NA
"3067","Vecuronium Bromide","1 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","154626886","10 Ml in 1 Syringe (71286-6012-1)","71286-6012-1","2020-2","A1839",NA
"3068","15-Hydroxytestosterone",".002 g","cream","Complete Pharmacy and Medical Solutions","004417520","1 Cream in 1 Jar",NA,"2019-1","A1009",NA
"3069","19-Hydroxytestosterone",".004 g","cream","Complete Pharmacy and Medical Solutions","004417520","1 Cream in 1 Jar",NA,"2019-1","A1010",NA
"3070","7-Keto-Dehydroepiandrosterone",".05 g","capsule","Complete Pharmacy and Medical Solutions","004417520","1 Capsule in 1 Vial, Plastic",NA,"2019-1","A1013",NA
"3071","7-Keto-Dehydroepiandrosterone",".025 g","capsule","Complete Pharmacy and Medical Solutions","004417520","1 Capsule in 1 Vial, Plastic",NA,"2019-1","A1013",NA
"3072","Adenosine",".000997 g","injection, powder, for solution","Complete Pharmacy and Medical Solutions","004417520","1 Injection, Powder, for Solution in 1 Vial, Single-Dose",NA,"2019-1","A1018",NA
"3073","Adenosine",".000997 g","injection, powder, for solution","Complete Pharmacy and Medical Solutions","004417520","1 Injection, Powder, for Solution in 1 Syringe, Plastic",NA,"2019-1","A1018",NA
"3074","Adenosine Phosphate",".000997 g","injection, powder, for solution","Complete Pharmacy and Medical Solutions","004417520","1 Injection, Powder, for Solution in 1 Vial, Pharmacy Bulk Package",NA,"2019-1","A1019",NA
"3075","Anastrozole",".0005 g","capsule","Complete Pharmacy and Medical Solutions","004417520","1 Capsule in 1 Vial, Plastic",NA,"2019-1","A1043",NA
"3076","Anastrozole",".0005 g","capsule","Complete Pharmacy and Medical Solutions","004417520","1 Capsule in 1 Capsule",NA,"2019-1","A1043",NA
"3077","Anastrozole",".00025 g","capsule","Complete Pharmacy and Medical Solutions","004417520","1 Capsule in 1 Vial, Plastic",NA,"2019-1","A1043",NA
"3078","Anastrozole",".005 g","capsule","Complete Pharmacy and Medical Solutions","004417520","1 Capsule in 1 Bottle, Dispensing",NA,"2019-1","A1043",NA
"3079","Anastrozole",".0005 g","capsule","Complete Pharmacy and Medical Solutions","004417520","1 Capsule in 1 Vial, Multi-Dose",NA,"2019-1","A1043",NA
"3080","Ascorbic Acid",".501 g","injection, powder, for solution","Complete Pharmacy and Medical Solutions","004417520","1 Injection, Powder, for Solution in 1 Vial, Multi-Dose",NA,"2019-1","A1055",NA
"3081","Atropine Sulfate",".000412 g","injection, powder, for solution","Complete Pharmacy and Medical Solutions","004417520","1 Injection, Powder, for Solution in 1 Vial, Multi-Dose",NA,"2019-1","A1064",NA
"3082","Benzocaine",".2 g","ointment","Complete Pharmacy and Medical Solutions","004417520","1 Ointment in 1 Jar",NA,"2019-1","A1068",NA
"3083","Benzocaine; Lidocaine; Tetracaine",".2 g; .06 g; .05 g","ointment","Complete Pharmacy and Medical Solutions","004417520","1 Ointment in 1 Jar",NA,"2019-1","A1070",NA
"3084","Benzocaine; Lidocaine; Tetracaine","200 mg/1 g; 60 mg/1 g; 40 mg/1 g","ointment","Complete Pharmacy and Medical Solutions","004417520","810 G in 1 Jar",NA,"2019-1","A1070",NA
"3085","Benzocaine; Lidocaine; Tetracaine",".1 g; .2 g; .04 g","ointment","Complete Pharmacy and Medical Solutions","004417520","1 Ointment in 1 Jar",NA,"2019-1","A1070",NA
"3086","Benzocaine; Lidocaine; Tetracaine",".2 g; .1 g; .04 g","ointment","Complete Pharmacy and Medical Solutions","004417520","1 Ointment in 1 Jar",NA,"2019-1","A1070",NA
