"","Active Ingredients","Active Ingredients Info","Dosage","Facility","Facility UID","Package Description","NDC Package Code","Report Year"
"4405","Neostigmine Methylsulfate","1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-9020-5)","71266-9020-5","2019-2"
"4406","Neostigmine Methylsulfate","1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe (71266-2003-1)","71266-2003-1","2019-2"
"4407","Neostigmine Methylsulfate","1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-2003-2)","71266-2003-2","2019-2"
"4408","Neostigmine Methylsulfate","1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe (71266-9020-3)","71266-9020-3","2019-2"
"4409","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe (71266-9010-1)","71266-9010-1","2019-2"
"4410","Phenylephrine Hydrochloride",".08 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9030-1)","71266-9030-1","2019-2"
"4411","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9011-1)","71266-9011-1","2019-2"
"4412","Phenylephrine Hydrochloride",".04 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9031-1)","71266-9031-1","2019-2"
"4413","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-9010-2)","71266-9010-2","2019-2"
"4414","Rocuronium Bromide","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-9005-5)","71266-9005-5","2019-2"
"4415","Rocuronium Bromide","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-2002-1)","71266-2002-1","2019-2"
"4416","Sodium Thiosulfate","250 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","50 Ml in 1 Vial",NA,"2019-2"
"4417","Succinylcholine Chloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","7 Ml in 1 Syringe (71266-2001-3)","71266-2001-3","2019-2"
"4418","Succinylcholine Chloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe (71266-2001-2)","71266-2001-2","2019-2"
"4419","Succinylcholine Chloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-9684-5)","71266-9684-5","2019-2"
"4420","Succinylcholine Chloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-2001-1)","71266-2001-1","2019-2"
"4421","Trisodium Citrate Dihydrate; Gentamicin Sulfate","40 mg/1 mL; .32 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-6660-4)","71266-6660-4","2019-2"
"4422","Trisodium Citrate Dihydrate; Gentamicin Sulfate","40 mg/1 mL; .32 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe, Plastic (71266-6660-3)","71266-6660-3","2019-2"
"4423","Atropine Sulfate",".4 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","2.5 Ml in 1 Syringe, Plastic (71266-2010-2)","71266-2010-2","2020-1"
"4424","Atropine Sulfate",".4 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","2 Ml in 1 Syringe, Plastic (71266-2010-1)","71266-2010-1","2020-1"
"4425","Fentanyl Citrate","50 ug/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","50 Ml in 1 Syringe, Plastic (71266-9170-6)","71266-9170-6","2020-1"
"4426","Fentanyl Citrate","50 ug/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","30 Ml in 1 Syringe, Plastic (71266-9170-5)","71266-9170-5","2020-1"
"4427","Glycerin",".6295 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Vial (71266-8610-1)","71266-8610-1","2020-1"
"4428","Glycopyrrolate",".2 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-2004-2)","71266-2004-2","2020-1"
"4429","Glycopyrrolate",".2 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe (71266-2004-1)","71266-2004-1","2020-1"
"4430","Hydromorphone Hydrochloride",".5 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","1 Ml in 1 Syringe, Plastic (71266-9120-1)","71266-9120-1","2020-1"
"4431","Hydromorphone Hydrochloride",".2 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe (71266-9110-1)","71266-9110-1","2020-1"
"4432","Hydromorphone Hydrochloride",".2 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","30 Ml in 1 Syringe, Plastic (71266-9110-4)","71266-9110-4","2020-1"
"4433","Hydromorphone Hydrochloride",".2 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","1 Ml in 1 Syringe, Plastic (71266-9110-2)","71266-9110-2","2020-1"
"4434","Hydromorphone Hydrochloride",".2 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","50 Ml in 1 Syringe, Plastic (71266-9110-3)","71266-9110-3","2020-1"
"4435","Ketamine Hydrochloride","50 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","2 Ml in 1 Syringe (71266-9070-1)","71266-9070-1","2020-1"
"4436","Ketamine Hydrochloride","10 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","2 Ml in 1 Syringe, Plastic (71266-9080-1)","71266-9080-1","2020-1"
"4437","Ketamine Hydrochloride","10 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-9080-2)","71266-9080-2","2020-1"
"4438","Ketamine Hydrochloride","50 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","1 Ml in 1 Syringe (71266-9070-2)","71266-9070-2","2020-1"
"4439","Lidocaine Hydrochloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe, Plastic (71266-9050-2)","71266-9050-2","2020-1"
"4440","Lidocaine Hydrochloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-9090-1)","71266-9090-1","2020-1"
"4441","Lidocaine Hydrochloride","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-9100-1)","71266-9100-1","2020-1"
"4442","Lidocaine Hydrochloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9050-3)","71266-9050-3","2020-1"
"4443","Lidocaine Hydrochloride","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe, Plastic (71266-9100-2)","71266-9100-2","2020-1"
"4444","Lidocaine Hydrochloride","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9100-3)","71266-9100-3","2020-1"
"4445","Lidocaine Hydrochloride","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9060-2)","71266-9060-2","2020-1"
"4446","Lidocaine Hydrochloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249",".5 Ml in 1 Syringe (71266-9050-1)","71266-9050-1","2020-1"
"4447","Lidocaine Hydrochloride","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe, Plastic (71266-9060-1)","71266-9060-1","2020-1"
"4448","Lidocaine Hydrochloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249",".5 Ml in 1 Syringe, Plastic (71266-9090-2)","71266-9090-2","2020-1"
"4449","Methadone Hydrochloride","10 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","1 Ml in 1 Syringe, Plastic (71266-9200-1)","71266-9200-1","2020-1"
"4450","Midazolam","1 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-9190-1)","71266-9190-1","2020-1"
"4451","Midazolam","1 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","2 Ml in 1 Syringe, Plastic (71266-9190-2)","71266-9190-2","2020-1"
"4452","Midazolam","1 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe, Plastic (71266-9190-3)","71266-9190-3","2020-1"
"4453","Midazolam","1 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","50 Ml in 1 Syringe, Plastic (71266-9190-6)","71266-9190-6","2020-1"
"4454","Midazolam","1 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","30 Ml in 1 Syringe, Plastic (71266-9190-5)","71266-9190-5","2020-1"
"4455","Morphine Sulfate","1 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","2 Ml in 1 Syringe, Plastic (71266-9150-1)","71266-9150-1","2020-1"
"4456","Moxifloxacin Hydrochloride","1.6 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","1 Ml in 1 Syringe, Plastic (71266-8604-1)","71266-8604-1","2020-1"
"4457","Neostigmine Methylsulfate","1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe (71266-9020-3)","71266-9020-3","2020-1"
"4458","Neostigmine Methylsulfate","1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-2003-2)","71266-2003-2","2020-1"
"4459","Neostigmine Methylsulfate","1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-9020-5)","71266-9020-5","2020-1"
"4460","Neostigmine Methylsulfate","1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe (71266-2003-1)","71266-2003-1","2020-1"
"4461","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe (71266-9010-1)","71266-9010-1","2020-1"
"4462","Phenylephrine Hydrochloride",".04 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9031-1)","71266-9031-1","2020-1"
"4463","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-9010-2)","71266-9010-2","2020-1"
"4464","Phenylephrine Hydrochloride",".08 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9030-1)","71266-9030-1","2020-1"
"4465","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9011-1)","71266-9011-1","2020-1"
"4466","Rocuronium Bromide","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-2002-1)","71266-2002-1","2020-1"
"4467","Rocuronium Bromide","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-9005-5)","71266-9005-5","2020-1"
"4468","Sodium Thiosulfate","250 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","50 Ml in 1 Vial",NA,"2020-1"
"4469","Succinylcholine Chloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-2001-1)","71266-2001-1","2020-1"
"4470","Succinylcholine Chloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","7 Ml in 1 Syringe (71266-2001-3)","71266-2001-3","2020-1"
"4471","Succinylcholine Chloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe (71266-2001-2)","71266-2001-2","2020-1"
"4472","Succinylcholine Chloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-9684-5)","71266-9684-5","2020-1"
"4473","Trisodium Citrate Dihydrate; Gentamicin Sulfate","40 mg/1 mL; .32 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe, Plastic (71266-6660-3)","71266-6660-3","2020-1"
"4474","Trisodium Citrate Dihydrate; Gentamicin Sulfate","40 mg/1 mL; .32 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-6660-4)","71266-6660-4","2020-1"
"4475","Atropine Sulfate",".4 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","2 Ml in 1 Syringe, Plastic (71266-2010-1)","71266-2010-1","2020-2"
"4476","Atropine Sulfate",".4 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","2.5 Ml in 1 Syringe, Plastic (71266-2010-2)","71266-2010-2","2020-2"
"4477","Bupivacaine Hydrochloride","2.5 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9160-2)","71266-9160-2","2020-2"
"4478","Cisatracurium Besylate","10 mg/1 mL","injection, solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","50 Ml in 1 Vial, Glass (71266-8700-1)","71266-8700-1","2020-2"
"4479","Ephedrine Sulfate","10 mg/1 mL","injection, solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic",NA,"2020-2"
"4480","Ephedrine Sulfate","5 mg/1 mL","injection, solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic",NA,"2020-2"
"4481","Fentanyl Citrate","50 ug/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","30 Ml in 1 Syringe, Plastic (71266-9170-5)","71266-9170-5","2020-2"
"4482","Fentanyl Citrate","20 ug/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","50 Ml in 1 Bag (71266-5045-2)","71266-5045-2","2020-2"
"4483","Fentanyl Citrate","50 ug/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","50 Ml in 1 Syringe, Plastic (71266-9170-6)","71266-9170-6","2020-2"
"4484","Fentanyl Citrate","50 ug/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","1 Ml in 1 Syringe, Plastic (71266-9170-2)","71266-9170-2","2020-2"
"4485","Glycerin",".6295 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Vial (71266-8610-1)","71266-8610-1","2020-2"
"4486","Glycopyrrolate",".2 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-2004-2)","71266-2004-2","2020-2"
"4487","Glycopyrrolate",".2 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe (71266-2004-1)","71266-2004-1","2020-2"
"4488","Hydromorphone Hydrochloride",".2 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","50 Ml in 1 Syringe, Plastic (71266-9110-3)","71266-9110-3","2020-2"
"4489","Hydromorphone Hydrochloride",".5 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","1 Ml in 1 Syringe, Plastic (71266-9120-1)","71266-9120-1","2020-2"
"4490","Hydromorphone Hydrochloride",".2 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","1 Ml in 1 Syringe, Plastic (71266-9110-2)","71266-9110-2","2020-2"
"4491","Hydromorphone Hydrochloride",".2 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe (71266-9110-1)","71266-9110-1","2020-2"
"4492","Hydromorphone Hydrochloride",".2 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","30 Ml in 1 Syringe, Plastic (71266-9110-4)","71266-9110-4","2020-2"
"4493","Ketamine Hydrochloride","50 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","2 Ml in 1 Syringe (71266-9070-1)","71266-9070-1","2020-2"
"4494","Ketamine Hydrochloride","10 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-9080-2)","71266-9080-2","2020-2"
"4495","Ketamine Hydrochloride","10 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","2 Ml in 1 Syringe, Plastic (71266-9080-1)","71266-9080-1","2020-2"
"4496","Ketamine Hydrochloride","50 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","1 Ml in 1 Syringe (71266-9070-2)","71266-9070-2","2020-2"
"4497","Lidocaine Hydrochloride","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-9100-1)","71266-9100-1","2020-2"
"4498","Lidocaine Hydrochloride","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe, Plastic (71266-9060-1)","71266-9060-1","2020-2"
"4499","Lidocaine Hydrochloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249",".5 Ml in 1 Syringe (71266-9050-1)","71266-9050-1","2020-2"
"4500","Lidocaine Hydrochloride","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe, Plastic (71266-9100-2)","71266-9100-2","2020-2"
"4501","Lidocaine Hydrochloride","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9060-2)","71266-9060-2","2020-2"
"4502","Lidocaine Hydrochloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-9090-1)","71266-9090-1","2020-2"
"4503","Lidocaine Hydrochloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe, Plastic (71266-9050-2)","71266-9050-2","2020-2"
"4504","Lidocaine Hydrochloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9050-3)","71266-9050-3","2020-2"
"4505","Lidocaine Hydrochloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249",".5 Ml in 1 Syringe, Plastic (71266-9090-2)","71266-9090-2","2020-2"
"4506","Lidocaine Hydrochloride","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9100-3)","71266-9100-3","2020-2"
"4507","Lidocaine Hydrochloride; Epinephrine Bitartrate; Tetracaine Hydrochloride","40 mg/1 mL; 1.8 mg/1 mL; 5 mg/1 mL","gel","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe, Plastic (71266-6290-1)","71266-6290-1","2020-2"
"4508","Methadone Hydrochloride","10 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","1 Ml in 1 Syringe, Plastic (71266-9200-1)","71266-9200-1","2020-2"
"4509","Midazolam","1 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","2 Ml in 1 Syringe, Plastic (71266-9190-2)","71266-9190-2","2020-2"
"4510","Midazolam","1 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","50 Ml in 1 Syringe, Plastic (71266-9190-6)","71266-9190-6","2020-2"
"4511","Midazolam","1 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe, Plastic (71266-9190-3)","71266-9190-3","2020-2"
"4512","Midazolam","1 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","30 Ml in 1 Syringe, Plastic (71266-9190-5)","71266-9190-5","2020-2"
"4513","Midazolam","1 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-9190-1)","71266-9190-1","2020-2"
"4514","Morphine Sulfate","1 mg/1 mL","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","2 Ml in 1 Syringe, Plastic (71266-9150-1)","71266-9150-1","2020-2"
"4515","Moxifloxacin Hydrochloride","1.6 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","1 Ml in 1 Syringe, Plastic (71266-8604-1)","71266-8604-1","2020-2"
"4516","Neostigmine Methylsulfate","1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-9020-5)","71266-9020-5","2020-2"
"4517","Neostigmine Methylsulfate","1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe (71266-2003-1)","71266-2003-1","2020-2"
"4518","Neostigmine Methylsulfate","1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-2003-2)","71266-2003-2","2020-2"
"4519","Neostigmine Methylsulfate","1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe (71266-9020-3)","71266-9020-3","2020-2"
"4520","Phenylephrine Hydrochloride",".08 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9030-1)","71266-9030-1","2020-2"
"4521","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe (71266-9010-1)","71266-9010-1","2020-2"
"4522","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-9010-2)","71266-9010-2","2020-2"
"4523","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9011-1)","71266-9011-1","2020-2"
"4524","Phenylephrine Hydrochloride",".04 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe, Plastic (71266-9031-1)","71266-9031-1","2020-2"
"4525","Rocuronium Bromide","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-9005-5)","71266-9005-5","2020-2"
"4526","Rocuronium Bromide","10 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-2002-1)","71266-2002-1","2020-2"
"4527","Sodium Thiosulfate","250 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","50 Ml in 1 Vial",NA,"2020-2"
"4528","Succinylcholine Chloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-9684-5)","71266-9684-5","2020-2"
"4529","Succinylcholine Chloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe (71266-2001-1)","71266-2001-1","2020-2"
"4530","Succinylcholine Chloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","10 Ml in 1 Syringe (71266-2001-2)","71266-2001-2","2020-2"
"4531","Succinylcholine Chloride","20 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","7 Ml in 1 Syringe (71266-2001-3)","71266-2001-3","2020-2"
"4532","Trisodium Citrate Dihydrate; Gentamicin Sulfate","40 mg/1 mL; .32 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","5 Ml in 1 Syringe, Plastic (71266-6660-4)","71266-6660-4","2020-2"
"4533","Trisodium Citrate Dihydrate; Gentamicin Sulfate","40 mg/1 mL; .32 mg/1 mL","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","079977249","3 Ml in 1 Syringe, Plastic (71266-6660-3)","71266-6660-3","2020-2"
"4534","Estradiol","10 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4535","Estradiol","15 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4536","Estradiol","12.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4537","Estradiol","25 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4538","Estradiol","20 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4539","Estradiol","6 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
