"","Active","Dosage","Facility","Segment","ActiveCount","ProductCount","FacilitySegmentCount","SegmentCount","ProducedByCP"
"1600","Moxifloxacin Hydrochloride","injection","JCB Laboratories LLC","Surgical",9,54,12,686,NA
"1601","Moxifloxacin Hydrochloride","solution","JCB Laboratories LLC","Surgical",9,54,12,686,NA
"1602","Phenol","injection","JCB Laboratories LLC","Surgical",3,54,12,686,NA
"1603","Phenylephrine Hydrochloride","injection","JCB Laboratories LLC","Surgical",28,54,12,686,NA
"1604","Povidone-Iodine","solution","JCB Laboratories LLC","Surgical",6,54,12,686,NA
"1605","Sodium Thiosulfate","injection","JCB Laboratories LLC","Surgical",2,54,12,686,NA
"1606","Trisodium Citrate Dihydrate","injection","JCB Laboratories LLC","Surgical",7,54,12,686,NA
"1607","Trisodium Citrate Dihydrate; Gentamicin Sulfate","injection","JCB Laboratories LLC","Surgical",2,54,12,686,NA
"1608","Anastrozole","capsule","KRS Global Biotechnology, Inc.","Surgical",3,107,22,686,NA
"1609","Atropine Sulfate","tablet","KRS Global Biotechnology, Inc.","Surgical",14,107,22,686,NA
"1610","Ephedrine Sulfate","injection, solution","KRS Global Biotechnology, Inc.","Surgical",21,107,22,686,"Y"
"1611","Fentanyl Citrate","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",20,101,17,686,NA
"1612","Glycopyrrolate","injection, solution","KRS Global Biotechnology, Inc.","Surgical",19,107,22,686,NA
"1613","Hydromorphone Hydrochloride","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",18,101,17,686,NA
"1614","Isoproterenol Hydrochloride","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",6,101,17,686,NA
"1615","Ketamine Hydrochloride","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",14,101,17,686,NA
"1616","Labetalol Hydrochloride","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",12,101,17,686,"Y"
"1617","Morphine Sulfate","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",21,101,17,686,NA
"1618","Moxifloxacin Hydrochloride","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",9,101,17,686,NA
"1619","Neostigmine Methylsulfate","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",24,101,17,686,NA
"1620","Norepinephrine Bitartrate","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",14,101,17,686,NA
"1621","Oxytocin","tablet, orally disintegrating","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",17,101,17,686,NA
"1622","Oxytocin","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",17,101,17,686,NA
"1623","Papaverine Hydrochloride; Phentolamine Mesylate","injection","KRS Global Biotechnology, Inc.","Surgical",3,107,22,686,NA
"1624","Phenylephrine Hydrochloride","injection, solution","KRS Global Biotechnology, Inc.","Surgical",28,107,22,686,NA
"1625","Phenylephrine Hydrochloride","solution","KRS Global Biotechnology, Inc.","Surgical",28,107,22,686,NA
"1626","Progesterone","cream","KRS Global Biotechnology, Inc.","Surgical",10,107,22,686,NA
"1627","Progesterone","capsule, extended release","KRS Global Biotechnology, Inc.","Surgical",10,107,22,686,NA
"1628","Progesterone","capsule","KRS Global Biotechnology, Inc.","Surgical",10,107,22,686,NA
"1629","Rocuronium Bromide","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",13,101,17,686,NA
"1630","Sodium Bicarbonate","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",13,101,17,686,NA
"1631","Succinylcholine Chloride","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",18,101,17,686,NA
"1632","Tetracaine Hydrochloride","solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",7,101,17,686,"Y"
"1633","Vasopressin","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",3,101,17,686,NA
"1634","Amiodarone Hydrochloride","solution","LEESAR INC","Surgical",4,35,10,686,NA
"1635","Azithromycin Anhydrous","solution","LEESAR INC","Surgical",1,35,10,686,NA
"1636","Diltiazem Hydrochloride","solution","LEESAR","Surgical",12,2,1,686,NA
"1637","Diltiazem Hydrochloride","solution","LEESAR INC","Surgical",12,35,10,686,NA
"1638","Heparin Sodium","solution","LEESAR INC","Surgical",7,35,10,686,NA
"1639","Hydromorphone Hydrochloride","solution","LEESAR INC","Surgical",18,35,10,686,NA
"1640","Lidocaine Hydrochloride Anhydrous; Lidocaine Hydrochloride","solution","LEESAR INC","Surgical",1,35,10,686,NA
"1641","Oxytocin","solution","LEESAR INC","Surgical",17,35,10,686,NA
"1642","Phenylephrine Hydrochloride","solution","LEESAR INC","Surgical",28,35,10,686,NA
"1643","Succinylcholine Chloride","solution","LEESAR INC","Surgical",18,35,10,686,NA
"1644","Bupivacaine Hydrochloride","injection, solution","Leiter's Compounding","Surgical",11,22,3,686,NA
"1645","Cefuroxime Sodium","injection, solution","Leiter's Compounding","Surgical",4,22,3,686,NA
"1646","Moxifloxacin Hydrochloride","injection, solution","Leiter's Compounding","Surgical",9,22,3,686,NA
"1647","Atropine Sulfate","injection, solution","Medi-Fare Drug","Surgical",14,62,20,686,NA
"1648","Bupivacaine Hydrochloride; Fentanyl Citrate","injection, solution","Medi-Fare Drug","Surgical",5,62,20,686,NA
"1649","Cefuroxime Sodium","injection","Medi-Fare Drug","Surgical",4,62,20,686,NA
"1650","Ephedrine Sulfate","injection, solution","Medi-Fare Drug","Surgical",21,62,20,686,"Y"
"1651","Esmolol Hydrochloride","injection, solution","Medi-Fare Drug","Surgical",5,62,20,686,NA
"1652","Fentanyl Citrate","injection, solution","Medi-Fare Drug","Surgical",20,62,20,686,NA
"1653","Fentanyl Citrate; Bupivacaine Hydrochloride","injection, solution","Medi-Fare Drug","Surgical",5,62,20,686,NA
"1654","Glycopyrrolate","injection, solution","Medi-Fare Drug","Surgical",19,62,20,686,NA
"1655","Hydromorphone Hydrochloride","injection, solution","Medi-Fare Drug","Surgical",18,62,20,686,NA
"1656","Isoproterenol Hydrochloride","injection, solution","Medi-Fare Drug","Surgical",6,62,20,686,NA
"1657","Midazolam","injection, solution","Medi-Fare Drug","Surgical",9,62,20,686,NA
"1658","Morphine Sulfate","injection, solution","Medi-Fare Drug","Surgical",21,62,20,686,NA
"1659","Neostigmine Methylsulfate","injection, solution","Medi-Fare Drug","Surgical",24,62,20,686,NA
"1660","Nitroglycerin","injection, solution","Medi-Fare Drug","Surgical",3,62,20,686,"Y"
"1661","Phenol","injection","Medi-Fare Drug","Surgical",3,62,20,686,NA
"1662","Phenylephrine Hydrochloride","injection, solution","Medi-Fare Drug","Surgical",28,62,20,686,NA
"1663","Povidone-Iodine","solution/ drops","Medi-Fare Drug","Surgical",6,62,20,686,NA
"1664","Succinylcholine Chloride","injection, solution","Medi-Fare Drug","Surgical",18,62,20,686,NA
"1665","Atropine","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",2,97,33,686,NA
"1666","Bupivacaine Hydrochloride","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",11,97,33,686,NA
"1667","Bupivacaine Hydrochloride; Dextrose","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",1,97,33,686,NA
"1668","Bupivacaine Hydrochloride; Epinephrine","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",1,97,33,686,NA
"1669","Calcium Chloride","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",5,97,33,686,NA
"1670","Diazepam","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",4,97,33,686,NA
"1671","Diltiazem Hydrochloride","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",12,97,33,686,NA
"1672","Ephedrine Sulfate","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",21,97,33,686,"Y"
"1673","Epinephrine","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",15,97,33,686,"Y"
"1674","Fentanyl Citrate","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",20,97,33,686,NA
"1675","Glycopyrrolate","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",19,97,33,686,NA
"1676","Hydromorphone Hydrochloride","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",18,97,33,686,NA
"1677","Ketamine Hydrochloride","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",14,97,33,686,NA
"1678","Ketamine Hydrochloride; Ketorolac; Bupivacaine Hydrochloride","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",1,97,33,686,NA
"1679","Ketorolac Tromethamine","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",2,97,33,686,NA
"1680","Labetalol Hydrochloride","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",12,97,33,686,"Y"
"1681","Morphine Sulfate","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",21,97,33,686,NA
"1682","Neostigmine Methylsulfate","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",24,97,33,686,NA
"1683","Ondansetron","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",1,97,33,686,NA
"1684","Phenylephrine Hydrochloride","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",28,97,33,686,NA
"1685","Rocuronium Bromide","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",13,97,33,686,NA
"1686","Ropivacaine Hydrochloride; Ketorolac Tromethamine; Clonidine Hydrochloride","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",1,97,33,686,NA
"1687","Sodium Bicarbonate","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",13,97,33,686,NA
"1688","Sodium Citrate","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",1,97,33,686,NA
"1689","Succinylcholine Chloride Dihydrate","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",2,97,33,686,NA
"1690","Trisodium Citrate Dihydrate","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",7,97,33,686,NA
"1691","Atropine Sulfate","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",14,55,20,686,NA
"1692","Diltiazem Hydrochloride","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",12,55,20,686,NA
"1693","Ephedrine Sulfate","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",21,55,20,686,"Y"
"1694","Glycopyrrolate","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",19,55,20,686,NA
"1695","Ketamine","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",4,55,20,686,NA
"1696","Ketamine Hydrochloride","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",14,55,20,686,NA
"1697","Neostigmine Methylsulfate","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",24,55,20,686,NA
"1698","Phenylephrine","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",5,55,20,686,NA
"1699","Phenylephrine Hydrochloride","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",28,55,20,686,NA
"1700","Rocuronium Bromide","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",13,55,20,686,NA
"1701","Succinylcholine Chloride","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",18,55,20,686,NA
"1702","Acetylcysteine","injection, solution","OLYMPIA PHARMACY","Surgical",2,71,6,686,NA
"1703","Papaverine Hydrochloride; Phentolamine Mesylate; Alprostadil","injection, solution","OLYMPIA PHARMACY","Surgical",3,71,6,686,NA
"1704","Papaverine Hydrochloride; Phentolamine Mesylate; Alprostadil; Atropine Sulfate","injection, solution","OLYMPIA PHARMACY","Surgical",2,71,6,686,NA
"1705","Phenylephrine","injection, solution","OLYMPIA PHARMACY","Surgical",5,71,6,686,NA
"1706","Sodium Bicarbonate","injection, solution","OLYMPIA PHARMACY","Surgical",13,71,6,686,NA
"1707","Diazepam","suppository","Pacifico National, Inc.  dba AmEx Pharmacy","Surgical",4,175,4,686,NA
"1708","Diltiazem Hydrochloride","capsule","Pacifico National, Inc.  dba AmEx Pharmacy","Surgical",12,175,4,686,NA
"1709","Progesterone","capsule","Pacifico National, Inc.  dba AmEx Pharmacy","Surgical",10,175,4,686,NA
"1710","Progesterone","gel","Pacifico National, Inc.  dba AmEx Pharmacy","Surgical",10,175,4,686,NA
"1711","Progesterone","cream","Pacifico National, Inc.  dba AmEx Pharmacy","Surgical",10,175,4,686,NA
"1712","Progesterone","troche","Pacifico National, Inc.  dba AmEx Pharmacy","Surgical",10,175,4,686,NA
"1713","Bupivacaine Hydrochloride Anhydrous","injection, solution","Pentec Health, Inc","Surgical",2,22,6,686,NA
"1714","Epinephrine","injection, solution","Pentec Health, Inc","Surgical",15,22,6,686,"Y"
"1715","Hydromorphone","injection, solution","Pentec Health, Inc","Surgical",4,22,6,686,NA
"1716","Norepinephrine Bitartrate","injection, solution","Pentec Health, Inc","Surgical",14,22,6,686,NA
"1717","Phenylephrine Hydrochloride","injection, solution","Pentec Health, Inc","Surgical",28,22,6,686,NA
"1718","Amiodarone Hydrochloride","injection","PharMEDium Services, LLC SugarLand","Surgical",4,64,17,686,NA
"1719","Atropine Sulfate","injection","Pharmedium Services, LLC, Dayton","Surgical",14,81,25,686,NA
"1720","Bupivacaine Hydrochloride","injection","Pharmedium Services, LLC, Dayton","Surgical",11,81,25,686,NA
"1721","Bupivacaine Hydrochloride","injection","PharMEDium Services, LLC SugarLand","Surgical",11,64,17,686,NA
"1722","Bupivacaine Hydrochloride","injection","Pharmedium Services, LLC Cleveland","Surgical",11,63,22,686,NA
"1723","Bupivacaine Hydrochloride; Fentanyl Citrate","injection","Pharmedium Services, LLC Cleveland","Surgical",5,63,22,686,NA
"1724","Bupivacaine Hydrochloride; Fentanyl Citrate","injection","Pharmedium Services, LLC, Dayton","Surgical",5,81,25,686,NA
"1725","Cefazolin Sodium","injection","PharMEDium Services, LLC SugarLand","Surgical",3,64,17,686,NA
"1726","Cefazolin Sodium","injection","Pharmedium Services, LLC, Dayton","Surgical",3,81,25,686,NA
"1727","Cisatracurium Besylate","injection","Pharmedium Services, LLC Cleveland","Surgical",2,63,22,686,NA
"1728","Diltiazem Hydrochloride","injection","PharMEDium Services, LLC SugarLand","Surgical",12,64,17,686,NA
"1729","Diltiazem Hydrochloride","injection","Pharmedium Services, LLC, Dayton","Surgical",12,81,25,686,NA
"1730","Ephedrine Sulfate","injection","Pharmedium Services, LLC, Dayton","Surgical",21,81,25,686,"Y"
"1731","Ephedrine Sulfate","injection","Pharmedium Services, LLC Cleveland","Surgical",21,63,22,686,"Y"
"1732","Epinephrine","injection","Pharmedium Services, LLC Cleveland","Surgical",15,63,22,686,"Y"
"1733","Epinephrine","injection","PharMEDium Services, LLC SugarLand","Surgical",15,64,17,686,"Y"
"1734","Epinephrine Hydrochloride","injection","Pharmedium Services, LLC, Dayton","Surgical",2,81,25,686,NA
"1735","Esmolol Hydrochloride","injection","Pharmedium Services, LLC Cleveland","Surgical",5,63,22,686,NA
"1736","Fentanyl Citrate","injection","Pharmedium Services, LLC, Dayton","Surgical",20,81,25,686,NA
"1737","Fentanyl Citrate","injection","Pharmedium Services, LLC Cleveland","Surgical",20,63,22,686,NA
"1738","Fentanyl Citrate; Bupivacaine Hydrochloride","injection","Pharmedium Services, LLC Cleveland","Surgical",5,63,22,686,NA
"1739","Furosemide","injection","PharMEDium Services, LLC SugarLand","Surgical",4,64,17,686,NA
"1740","Heparin Sodium","injection","PharMEDium Services, LLC SugarLand","Surgical",7,64,17,686,NA
"1741","Hydromorphone Hydrochloride","injection","Pharmedium Services, LLC Cleveland","Surgical",18,63,22,686,NA
"1742","Hydromorphone Hydrochloride","injection","Pharmedium Services, LLC, Dayton","Surgical",18,81,25,686,NA
"1743","Ketamine Hydrochloride","injection","Pharmedium Services, LLC Cleveland","Surgical",14,63,22,686,NA
"1744","Labetalol Hydrochloride","injection","Pharmedium Services, LLC Cleveland","Surgical",12,63,22,686,"Y"
"1745","Labetalol Hydrochloride","injection","Pharmedium Services, LLC, Dayton","Surgical",12,81,25,686,"Y"
"1746","Methadone Hydrochloride","injection","Pharmedium Services, LLC Cleveland","Surgical",7,63,22,686,NA
"1747","Methadone Hydrochloride","injection","Pharmedium Services, LLC, Dayton","Surgical",7,81,25,686,NA
"1748","Methohexital Sodium","injection","Pharmedium Services, LLC Cleveland","Surgical",2,63,22,686,NA
"1749","Midazolam Hydrochloride","injection","Pharmedium Services, LLC Cleveland","Surgical",7,63,22,686,NA
"1750","Morphine Sulfate","injection","Pharmedium Services, LLC Cleveland","Surgical",21,63,22,686,NA
"1751","Morphine Sulfate","injection","Pharmedium Services, LLC, Dayton","Surgical",21,81,25,686,NA
"1752","Neostigmine Methylsulfate","injection","Pharmedium Services, LLC, Dayton","Surgical",24,81,25,686,NA
"1753","Neostigmine Methylsulfate","injection","PharMEDium Services, LLC SugarLand","Surgical",24,64,17,686,NA
"1754","Neostigmine Methylsulfate","injection","Pharmedium Services, LLC Cleveland","Surgical",24,63,22,686,NA
"1755","Norepinephrine Bitartrate","injection","Pharmedium Services, LLC, Dayton","Surgical",14,81,25,686,NA
"1756","Norepinephrine Bitartrate","injection","PharMEDium Services, LLC SugarLand","Surgical",14,64,17,686,NA
"1757","Oxytocin","injection","PharMEDium Services, LLC SugarLand","Surgical",17,64,17,686,NA
"1758","Oxytocin","injection","Pharmedium Services, LLC, Dayton","Surgical",17,81,25,686,NA
"1759","Phenylephrine Hydrochloride","injection","Pharmedium Services, LLC, Dayton","Surgical",28,81,25,686,NA
"1760","Phenylephrine Hydrochloride","injection","PharMEDium Services, LLC SugarLand","Surgical",28,64,17,686,NA
"1761","Phenylephrine Hydrochloride","injection","Pharmedium Services, LLC Cleveland","Surgical",28,63,22,686,NA
"1762","Remifentanil Hydrochloride","injection","Pharmedium Services, LLC, Dayton","Surgical",4,81,25,686,NA
"1763","Remifentanil Hydrochloride","injection","Pharmedium Services, LLC Cleveland","Surgical",4,63,22,686,NA
"1764","Rocuronium Bromide","injection","Pharmedium Services, LLC Cleveland","Surgical",13,63,22,686,NA
"1765","Rocuronium Bromide","injection","Pharmedium Services, LLC, Dayton","Surgical",13,81,25,686,NA
"1766","Sodium Phosphate, Monobasic, Monohydrate; Sodium Phosphate, Dibasic, Anhydrous","injection","Pharmedium Services, LLC, Dayton","Surgical",3,81,25,686,NA
"1767","Sodium Phosphate, Monobasic, Monohydrate; Sodium Phosphate, Dibasic, Anhydrous","injection","PharMEDium Services, LLC SugarLand","Surgical",3,64,17,686,NA
"1768","Succinylcholine Chloride","injection","Pharmedium Services, LLC Cleveland","Surgical",18,63,22,686,NA
"1769","Succinylcholine Chloride","injection","Pharmedium Services, LLC, Dayton","Surgical",18,81,25,686,NA
"1770","Trisodium Citrate Dihydrate","injection","PharMEDium Services, LLC SugarLand","Surgical",7,64,17,686,NA
"1771","Trisodium Citrate Dihydrate","injection","Pharmedium Services, LLC, Dayton","Surgical",7,81,25,686,NA
"1772","Vasopressin, Unspecified","injection","PharMEDium Services, LLC SugarLand","Surgical",5,64,17,686,NA
"1773","Vasopressin, Unspecified","injection","Pharmedium Services, LLC, Dayton","Surgical",5,81,25,686,NA
"1774","Vecuronium Bromide","injection","PharMEDium Services, LLC SugarLand","Surgical",3,64,17,686,NA
"1775","Calcium Chloride","solution","Pine Pharmaceuticals LLC","Surgical",5,86,19,686,NA
"1776","Ceftazidime","injection","Pine Pharmaceuticals LLC","Surgical",5,86,19,686,"Y"
"1777","Cefuroxime Sodium","injection","Pine Pharmaceuticals LLC","Surgical",4,86,19,686,NA
"1778","Ephedrine Sulfate","injection","Pine Pharmaceuticals LLC","Surgical",21,86,19,686,"Y"
"1779","Moxifloxacin Hydrochloride","injection","Pine Pharmaceuticals LLC","Surgical",9,86,19,686,NA
"1780","Phenylephrine Hydrochloride","injection","Pine Pharmaceuticals LLC","Surgical",28,86,19,686,NA
"1781","Povidone-Iodine","solution","Pine Pharmaceuticals LLC","Surgical",6,86,19,686,NA
"1782","Remifentanil Hydrochloride","injection","Pine Pharmaceuticals LLC","Surgical",4,86,19,686,NA
"1783","Vancomycin Hydrochloride; Gentamicin Sulfate","solution","Pine Pharmaceuticals LLC","Surgical",1,86,19,686,NA
"1784","Bupivacaine Hydrochloride","injection, solution","Premier Pharmacy Labs, Inc","Surgical",11,146,23,686,NA
"1785","Calcium Chloride","solution","Premier Pharmacy Labs, Inc","Surgical",5,146,23,686,NA
"1786","Ceftazidime","injection, solution","Premier Pharmacy Labs, Inc","Surgical",5,146,23,686,"Y"
"1787","Droperidol","solution","Premier Pharmacy Labs, Inc","Surgical",3,146,23,686,NA
"1788","Ephedrine Sulfate","solution","Premier Pharmacy Labs, Inc","Surgical",21,146,23,686,"Y"
"1789","Glycopyrrolate","injection, solution","Premier Pharmacy Labs, Inc","Surgical",19,146,23,686,NA
"1790","Hydromorphone Hydrochloride","injection, solution","Premier Pharmacy Labs, Inc","Surgical",18,146,23,686,NA
"1791","Isoproterenol Hydrochloride","injection, solution","Premier Pharmacy Labs, Inc","Surgical",6,146,23,686,NA
"1792","Isoproterenol Hydrochloride","solution","Premier Pharmacy Labs, Inc","Surgical",6,146,23,686,NA
"1793","Morphine Sulfate","solution","Premier Pharmacy Labs, Inc","Surgical",21,146,23,686,NA
"1794","Neostigmine Methylsulfate","injection, solution","Premier Pharmacy Labs, Inc","Surgical",24,146,23,686,NA
"1795","Nitroglycerin","ointment","Premier Pharmacy Labs, Inc","Surgical",3,146,23,686,"Y"
"1796","Papaverine Hydrochloride; Phentolamine Mesylate","injection, solution","Premier Pharmacy Labs, Inc","Surgical",3,146,23,686,NA
"1797","Phenylephrine Hydrochloride","injection, solution","Premier Pharmacy Labs, Inc","Surgical",28,146,23,686,NA
"1798","Progesterone","capsule","Premier Pharmacy Labs, Inc","Surgical",10,146,23,686,NA
"1799","Progesterone","cream","Premier Pharmacy Labs, Inc","Surgical",10,146,23,686,NA
"1800","Progesterone","troche","Premier Pharmacy Labs, Inc","Surgical",10,146,23,686,NA
"1801","Promethazine Hydrochloride","gel","Premier Pharmacy Labs, Inc","Surgical",3,146,23,686,NA
"1802","Rocuronium Bromide","solution","Premier Pharmacy Labs, Inc","Surgical",13,146,23,686,NA
"1803","Sodium Bicarbonate","solution","Premier Pharmacy Labs, Inc","Surgical",13,146,23,686,NA
"1804","Succinylcholine Chloride","injection, solution","Premier Pharmacy Labs, Inc","Surgical",18,146,23,686,NA
"1805","Tetracaine Hydrochloride","gel","Premier Pharmacy Labs, Inc","Surgical",7,146,23,686,"Y"
"1806","Tetracaine Hydrochloride","solution","Premier Pharmacy Labs, Inc","Surgical",7,146,23,686,"Y"
"1807","Trypan Blue","solution","Premier Pharmacy Labs, Inc","Surgical",3,146,23,686,NA
"1808","Amiodarone Hydrochloride","injection","QuVa Pharma, Inc.","Surgical",4,93,32,686,NA
"1809","Bupivacaine Hydrochloride","injection","QuVa Pharma, Inc.","Surgical",11,93,32,686,NA
"1810","Bupivacaine Hydrochloride; Fentanyl Citrate","injection","QuVa Pharma, Inc.","Surgical",5,93,32,686,NA
"1811","Diltiazem Hydrochloride","injection","QuVa Pharma, Inc.","Surgical",12,93,32,686,NA
"1812","Droperidol","injection","QuVa Pharma, Inc.","Surgical",3,93,32,686,NA
"1813","Ephedrine Sulfate","injection","QuVa Pharma, Inc.","Surgical",21,93,32,686,"Y"
"1814","Fentanyl Citrate","injection","QuVa Pharma, Inc.","Surgical",20,93,32,686,NA
"1815","Glycopyrrolate","injection","QuVa Pharma, Inc.","Surgical",19,93,32,686,NA
"1816","Heparin Sodium","injection","QuVa Pharma, Inc.","Surgical",7,93,32,686,NA
"1817","Hydromorphone Hydrochloride","injection","QuVa Pharma, Inc.","Surgical",18,93,32,686,NA
"1818","Ketamine Hydrochloride","injection","QuVa Pharma, Inc.","Surgical",14,93,32,686,NA
"1819","Labetalol Hydrochloride","injection","QuVa Pharma, Inc.","Surgical",12,93,32,686,"Y"
"1820","Lidocaine Hydrochloride Anhydrous","suspension","QuVa Pharma, Inc.","Surgical",5,93,32,686,NA
"1821","Lidocaine Hydrochloride Anhydrous","injection","QuVa Pharma, Inc.","Surgical",5,93,32,686,NA
"1822","Methadone Hydrochloride","injection","QuVa Pharma, Inc.","Surgical",7,93,32,686,NA
"1823","Midazolam Hydrochloride","injection","QuVa Pharma, Inc.","Surgical",7,93,32,686,NA
"1824","Morphine Sulfate","injection","QuVa Pharma, Inc.","Surgical",21,93,32,686,NA
"1825","Neostigmine Methylsulfate","injection","QuVa Pharma, Inc.","Surgical",24,93,32,686,NA
"1826","Norepinephrine Bitartrate","injection","QuVa Pharma, Inc.","Surgical",14,93,32,686,NA
"1827","Oxytocin","injection","QuVa Pharma, Inc.","Surgical",17,93,32,686,NA
"1828","Phenylephrine Hydrochloride","injection","QuVa Pharma, Inc.","Surgical",28,93,32,686,NA
"1829","Rocuronium Bromide","injection","QuVa Pharma, Inc.","Surgical",13,93,32,686,NA
"1830","Sodium Bicarbonate","injection","QuVa Pharma, Inc.","Surgical",13,93,32,686,NA
"1831","Succinylcholine Chloride","injection","QuVa Pharma, Inc.","Surgical",18,93,32,686,NA
"1832","Ceftazidime","injection, solution","RAM Pharma, Inc.","Surgical",5,72,12,686,"Y"
"1833","Diphenhydramine Hydrochloride","injection, solution","RAM Pharma, Inc.","Surgical",3,72,12,686,"Y"
"1834","Ephedrine Sulfate","injection, solution","RAM Pharma, Inc.","Surgical",21,72,12,686,"Y"
"1835","Epinephrine","injection, solution","RAM Pharma, Inc.","Surgical",15,72,12,686,"Y"
"1836","Labetalol Hydrochloride","injection, solution","RAM Pharma, Inc.","Surgical",12,72,12,686,"Y"
"1837","Phenylephrine Hydrochloride, (+/-)","injection, solution","RAM Pharma, Inc.","Surgical",2,72,12,686,"Y"
"1838","Tetracaine Hydrochloride","solution","RAM Pharma, Inc.","Surgical",7,72,12,686,"Y"
"1839","Cefazolin","solution","RC Outsourcing, LLC","Surgical",2,32,8,686,NA
"1840","Ceftazidime","solution","RC Outsourcing, LLC","Surgical",5,32,8,686,"Y"
"1841","Cefuroxime","solution","RC Outsourcing, LLC","Surgical",2,32,8,686,NA
"1842","Moxifloxacin","solution","RC Outsourcing, LLC","Surgical",3,32,8,686,NA
"1843","Phenylephrine","solution","RC Outsourcing, LLC","Surgical",5,32,8,686,NA
"1844","Povidone-Iodine","solution","RC Outsourcing, LLC","Surgical",6,32,8,686,NA
"1845","Atropine Sulfate","injection, solution","RXQ Compounding, LLC","Surgical",14,171,26,686,NA
"1846","Bupivacaine Hydrochloride","injection, solution","RXQ Compounding, LLC","Surgical",11,171,26,686,NA
"1847","Bupivacaine Hydrochloride; Fentanyl Citrate","injection, solution","RXQ Compounding, LLC","Surgical",5,171,26,686,NA
"1848","Calcium Chloride","injection, solution","RXQ Compounding, LLC","Surgical",5,171,26,686,NA
"1849","Diphenhydramine Hydrochloride","injection, solution","RXQ Compounding, LLC","Surgical",3,171,26,686,"Y"
"1850","Ephedrine Sulfate","injection, solution","RXQ Compounding, LLC","Surgical",21,171,26,686,"Y"
"1851","Epinephrine","injection, solution","RXQ Compounding, LLC","Surgical",15,171,26,686,"Y"
"1852","Esmolol Hydrochloride","injection, solution","RXQ Compounding, LLC","Surgical",5,171,26,686,NA
"1853","Fentanyl Citrate","injection, solution","RXQ Compounding, LLC","Surgical",20,171,26,686,NA
"1854","Glycopyrrolate","injection, solution","RXQ Compounding, LLC","Surgical",19,171,26,686,NA
"1855","Hydromorphone Hydrochloride","injection, solution","RXQ Compounding, LLC","Surgical",18,171,26,686,NA
