Active,Dosage,Facility,UID,Year,Period,Segmentation,BrandName,City,State,lon,lat,InitialRegistration,FacilitySqFt,Employees,Services,EstSales,EstFacilitySize,503A,ProductCount,Competing
Lidocaine Hydrochloride; Phenylephrine Hydrochloride,solution,"RAM Pharma, Inc.",079866136,2019,2,"Dental, Dermatology, PlasticSurgery",NA,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Lidocaine Hydrochloride; Phenylephrine Hydrochloride,"injection, solution","RAM Pharma, Inc.",079866136,2019,2,"Dental, Dermatology, PlasticSurgery",NA,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride,gel,"RAM Pharma, Inc.",079866136,2019,2,NA,TAP Gel,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride,gel,"RAM Pharma, Inc.",079866136,2019,2,NA,TAP Gel,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride,gel,"RAM Pharma, Inc.",079866136,2019,2,NA,TAP Gel,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Lidocaine Hydrochloride; Tetracaine Hydrochloride,cream,"RAM Pharma, Inc.",079866136,2019,2,NA,LT Oint,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Lidocaine Hydrochloride; Tetracaine Hydrochloride; Epinephrine Bitartrate,gel,"RAM Pharma, Inc.",079866136,2019,2,NA,LET Gel,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Lidocaine Hydrochloride; Tetracaine Hydrochloride; Epinephrine Bitartrate,gel,"RAM Pharma, Inc.",079866136,2019,2,NA,LET Gel,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Lidocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride,gel,"RAM Pharma, Inc.",079866136,2019,2,NA,NA,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride,gel,"RAM Pharma, Inc.",079866136,2019,2,NA,NA,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride,gel,"RAM Pharma, Inc.",079866136,2019,2,NA,NA,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Lidocaine; Tetracaine,ointment,"RAM Pharma, Inc.",079866136,2019,2,"Dermatology, PlasticSurgery",LT Oint,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Lidocaine; Tetracaine,ointment,"RAM Pharma, Inc.",079866136,2019,2,"Dermatology, PlasticSurgery",LT Oint,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Methylcobalamin,"injection, solution","RAM Pharma, Inc.",079866136,2019,2,Nutraceuticals,Methylcobalamin,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Neomycin Sulfate; Polymyxin B Sulfate; Dexamethasone,ointment,"RAM Pharma, Inc.",079866136,2019,2,NA,NA,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
"Phenylephrine Hydrochloride, (+/-)","injection, solution","RAM Pharma, Inc.",079866136,2019,2,"Optical, Surgical",NA,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Podophyllum Resin; Cantharidin; Salicylic Acid,solution,"RAM Pharma, Inc.",079866136,2019,2,NA,NA,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Procaine Hydrochloride,"injection, solution","RAM Pharma, Inc.",079866136,2019,2,"Optical, Surgical, PlasticSurgery",Procaine,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Ranibizumab,"injection, solution","RAM Pharma, Inc.",079866136,2019,2,NA,NA,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Squaric Acid Dibutyl Ester,solution,"RAM Pharma, Inc.",079866136,2019,2,Dermatology,NA,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Tetracaine Hydrochloride,solution,"RAM Pharma, Inc.",079866136,2019,2,"Dental, Surgical, PlasticSurgery",NA,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Vancomycin Hydrochloride,"injection, solution","RAM Pharma, Inc.",079866136,2019,2,"Dental, Optical, Surgical, PlasticSurgery",NA,Idaho Falls,ID,-112.0407584,43.4926607,2016-07-21T00:00:00Z,"NA",5,Compounding,149000,Small,"NA",72,31
Bevacizumab,solution,"RC Outsourcing, LLC",079935629,2019,2,Optical,Avastin,Lowellville,OH,-80.5364593,41.0353371,2015-10-06T00:00:00Z,4500,6,Compounding,280501,Small,Y,32,2
Ceftazidime,solution,"RC Outsourcing, LLC",079935629,2019,2,"Dental, Optical, Surgical, PlasticSurgery",NA,Lowellville,OH,-80.5364593,41.0353371,2015-10-06T00:00:00Z,4500,6,Compounding,280501,Small,Y,32,2
Cefuroxime,solution,"RC Outsourcing, LLC",079935629,2019,2,"Dental, Optical, Surgical, PlasticSurgery",NA,Lowellville,OH,-80.5364593,41.0353371,2015-10-06T00:00:00Z,4500,6,Compounding,280501,Small,Y,32,2
Povidone-Iodine,solution,"RC Outsourcing, LLC",079935629,2019,2,"Surgical, Other",NA,Lowellville,OH,-80.5364593,41.0353371,2015-10-06T00:00:00Z,4500,6,Compounding,280501,Small,Y,32,2
Vancomycin,solution,"RC Outsourcing, LLC",079935629,2019,2,"Dental, Optical, Surgical, PlasticSurgery",NA,Lowellville,OH,-80.5364593,41.0353371,2015-10-06T00:00:00Z,4500,6,Compounding,280501,Small,Y,32,2
Anastrozole; 1-Testosterone,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Anastrozole; 1-Testosterone,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Anastrozole; Testosterone,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Anastrozole; Testosterone,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Atropine Sulfate,solution/ drops,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Optical, Surgical, PlasticSurgery",NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Dyclonine Hydrochloride,rinse,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Dyclonine Hydrochloride,rinse,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Estradiol,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Human Chorionic Gonadotropin; Methylcobalamin,injection,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Human Chorionic Gonadotropin; Methylcobalamin,injection,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Isopropyl Alcohol,solution,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Optical, Surgical, Dermatology, PlasticSurgery, InfusionTherapy",NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Isopropyl Alcohol,solution,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Optical, Surgical, Dermatology, PlasticSurgery, InfusionTherapy",NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Ketamine Hydrochloride,"injection, solution",Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Surgical, PlasticSurgery",NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Ketamine Hydrochloride,"injection, solution",Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Surgical, PlasticSurgery",NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine Hydrochloride; Medroxyprogesterone Acetate,"injection, suspension",Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Other,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine Hydrochloride; Triamcinolone Acetonide,"injection, suspension",Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Dermatology,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Benzocaine; Tetracaine,cream,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, Dermatology, PlasticSurgery",BLT Cream,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Benzocaine; Tetracaine,cream,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, Dermatology, PlasticSurgery",BLT Cream,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Lidocaine; Prilocaine; Tetracaine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",Profound,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Methylcobalamin,"injection, solution",Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Nutraceuticals,Methylcobalamin,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Methylcobalamin,"injection, solution",Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Nutraceuticals,Methylcobalamin,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Methylprednisolone Acetate; Lidocaine,injection,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Other,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Methylprednisolone Acetate; Lidocaine,injection,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Other,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Midazolam,"injection, solution",Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Optical, Surgical, PlasticSurgery",NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Midazolam,"injection, solution",Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Optical, Surgical, PlasticSurgery",NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Oxytocin; Tadalafil,capsule,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Oxytocin; Tadalafil,capsule,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Oxytocin; Tadalafil,capsule,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Oxytocin; Tadalafil,capsule,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Prilocaine; Lidocaine; Tetracaine; Phenylephrine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",TAP Gel,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Prilocaine; Lidocaine; Tetracaine; Phenylephrine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",TAP Gel,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Prilocaine; Lidocaine; Tetracaine; Phenylephrine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",TAP Gel,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Prilocaine; Lidocaine; Tetracaine; Phenylephrine,gel,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Dental, Surgical, PlasticSurgery",TAP Gel,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Progesterone,capsule,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Surgical, InfusionTherapy",NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Progesterone,capsule,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,"Surgical, InfusionTherapy",NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Sildenafil Citrate,troche,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Sildenafil Citrate,troche,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,NA,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Tadalafil,troche,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Other,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Tadalafil,capsule,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Other,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Tadalafil,capsule,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Other,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Tadalafil,capsule,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Other,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Tadalafil,troche,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Other,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Tadalafil,capsule,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Other,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Testosterone,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Nutraceuticals,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
Testosterone,pellet,Right Value Drug Stores llc dba Carie Boyd's Prescription Shop,105320625,2019,2,Nutraceuticals,NA,Irving,TX,-96.9488945,32.8140177,2019-07-03T00:00:00Z,10000,13,Compounding,2190000,Small,"NA",38,4
